,Host,5/27,,Level,Month,Discord,Badge,Agent,New,Active,Prorate,Days,Day Pace,Days Goal,Days Left,Hours,Hrs Goal,Hours Left,?,? Pace,Tier,Tier Goal,Tier Left,Tier Status,Tier LM,Grad,? Last 30,-1 Month ?,-2 Month ?,-1 Level,-2 Level,Score,Earned,Gifted,Running,Multiply,Unlocked,Unis,Est Rev,Bonus,Days Month,Hours Month,Rewards Month,Link
277,7548614938793721869,kushpvpi42,GO,1,9,@kushpvpi.,,LEVI,545,Y,1.00,10,52%,11,1,32,30,-2,"2,997","3,441",1,"100,000","97,003",-,1,,"2,997",247,"4,606",-1,-1,4,0,0,0,-,0,0,$13,$0.00,8,20,0,https://www.tiktok.com/@kushpvpi42
279,7375048727318446081,jameagledavinci,GO,1,24,@jamdavinci,,LEVI,27,Y,1.00,9,47%,11,2,29,30,1,"2,895","3,324",1,"100,000","97,105",-,1,,"2,945","9,183","22,217",2,1,10,0,0,0,-,0,0,$13,$0.00,15,40,0,https://www.tiktok.com/@jameagledavinci
280,7611963157363572750,gentryblue,GO,-1,3,@gentry.blue,Music,DYLAN,4,Y,1.00,6,31%,7,1,16,15,-1,"2,836","3,256",1,"100,000","97,164",Down,1,,"2,847","5,288",594,2,-1,7,0,0,0,-,0,0,$13,$0.00,15,40,0,https://www.tiktok.com/@gentryblue
282,7579888747987320845,_iamchilly,GO,1,3,@_iamchilly,Music,SKYLER,17,Y,1.00,8,42%,11,3,22,30,8,"2,803","3,218",1,"100,000","97,197",-,1,,"2,815","14,752","1,090",2,-1,10,0,0,0,-,0,0,$13,$0.00,15,40,0,https://www.tiktok.com/@_iamchilly
281,7619640157959897101,madizmadz,GO,-1,3,@mxdzss,,TITAN,6,Y,1.00,1,5%,7,6,3,15,12,"2,804","3,219",1,"100,000","97,196",Down,1,,"2,804",202,"1,572",-1,-1,1,0,0,0,-,0,0,$13,$0.00,8,20,0,https://www.tiktok.com/@madizmadz
283,7423558659491381249,amysalcedo5,GO,-1,5,@amy070169,,JOE,6,Y,1.00,1,5%,7,6,2,15,13,"2,713","3,115",1,"100,000","97,287",Down,1,,"2,713","2,024","10,955",-1,-1,1,0,0,0,-,0,0,$12,$0.00,8,20,0,https://www.tiktok.com/@amysalcedo5
273,7363414198677979137,doseof.tayyy,GO,1,26,@taylor.j.0127,,LEVI,8,Y,1.00,10,52%,11,1,27,30,3,"3,086","3,543",1,"100,000","96,914",-,1,,"3,088","1,285",427,-1,-1,4,0,0,0,-,0,0,$14,$0.00,8,20,0,https://www.tiktok.com/@doseof.tayyy
284,7526011761204576272,bdawg927,GO,-1,2,@bigbrand234,,BRANDON,1,Y,1.00,1,5%,7,6,3,15,12,"2,642","3,033",1,"100,000","97,358",Down,1,,"2,642",231,,-1,,1,0,0,0,-,0,0,$12,$0.00,8,20,0,https://www.tiktok.com/@bdawg927
278,7578672537446694925,cottonsnivy,GO,3,6,@cottonsnivy,Gaming,LEVI,426,Y,1.00,20,104%,18,-2,52,60,8,"2,900","3,330",1,"100,000","97,100",-,1,,"8,939","10,194","19,038",3,4,20,"5,000","5,000",0,-,0,0,$13,$0.00,18,60,0,https://www.tiktok.com/@cottonsnivy
286,7359135232244678661,christianmiller.music,GO,-1,38,@christianmillermusic,Music,LEVI,6,Y,1.00,1,5%,7,6,2,15,13,"2,541","2,917",1,"100,000","97,459",Down,1,,"3,316",775,"4,169",-1,-1,1,"37,750","4,500","33,250",-,0,0,$11,$0.00,8,20,0,https://www.tiktok.com/@christianmiller.music
287,7640257910014099469,sparkysinn,GO,2,1,@sparkysinn,Music,SKYLER,592,Y,0.55,8,42%,9,1,35,22,-13,"2,523","2,897",1,"100,000","97,477",-,1,,"2,523",,,,,7,0,0,0,-,0,0,$11,$0.00,5,11,0,https://www.tiktok.com/@sparkysinn
288,7507826762513154064,natures_kill,GO,5,13,@vonature,Gaming,LEVI,14,Y,1.00,23,120%,,,111,,,"2,504","2,875",1,"100,000","97,496",-,1,,"3,313",993,"6,039",4,5,28,0,0,0,-,0,0,$11,$0.00,22,80,0,https://www.tiktok.com/@natures_kill
289,7538877747918028813,luvmh.j,GO,2,10,,Gaming,LEVI,48,Y,1.00,12,63%,15,3,45,40,-5,"2,426","2,785",1,"100,000","97,574",-,1,,"2,426",4,30,-1,-1,7,0,0,0,-,0,0,$11,$0.00,8,20,0,https://www.tiktok.com/@luvmh.j
290,7562263750460456974,bluubanddchef,GO,-1,8,@chefbluu,,LEVI,28,Y,1.00,5,26%,7,2,11,15,4,"2,412","2,769",1,"100,000","97,588",Down,1,,"3,368","4,771","2,830",0,-1,2,0,0,0,-,0,0,$11,$0.00,8,20,0,https://www.tiktok.com/@bluubanddchef
293,7605576578982035470,lady_cabernet,GO,2,4,@lady_cab,Gaming,LEVI,59,Y,1.00,13,68%,15,2,40,40,0,"2,336","2,682",1,"100,000","97,664",-,1,,"2,336","1,011","2,367",1,3,11,0,0,0,-,0,0,$11,$0.00,11,30,0,https://www.tiktok.com/@lady_cabernet
294,7634706761953558541,roxythekaraokequeen,GO,1,1,@djroxy_music,Music,DYLAN,21,Y,1.00,9,47%,11,2,36,30,-6,"2,335","2,681",1,"100,000","97,665",-,1,,"2,335",,,,,4,0,0,0,-,0,0,$11,$0.00,8,20,0,https://www.tiktok.com/@roxythekaraokequeen
291,7359139194351976453,mattdd1984,GO,-1,8,@mattdd1984,,LEVI,0,Y,1.00,0,0%,7,7,0,15,15,"2,347","2,695",1,"100,000","97,653",Down,1,,"2,574","4,464",540,-1,-1,1,0,0,0,-,0,0,$11,$0.00,8,20,0,https://www.tiktok.com/@mattdd1984
295,7533512976045785102,noisemoist,GO,2,3,@noisemoist,Music,SKYLER,74,Y,1.00,18,94%,15,-3,36,40,4,"2,185","2,509",1,"100,000","97,815",-,1,,"2,225","8,980",37,4,-1,19,0,0,0,-,0,0,$10,$0.00,22,80,0,https://www.tiktok.com/@noisemoist
284,7359139528692662278,truckernameswag,GO,-1,22,@swag804,Music,SVEN,6,Y,1.00,0,0%,7,7,2,15,13,"2,685","3,083",1,"100,000","97,315",Down,1,,"2,685","29,289",0,0,-1,3,0,0,0,-,0,0,$12,$0.00,8,20,0,https://www.tiktok.com/@truckernameswag
296,7359134556475457541,biigdawgdancer,GO,-1,3,@forswornlad,,LEVI,94,Y,1.00,1,5%,7,6,4,15,11,"2,146","2,464",1,"100,000","97,854",Down,1,,"9,138","12,419","10,791",-1,-1,1,"2,250","10,000","-7,750",-,0,0,$10,$0.00,8,20,0,https://www.tiktok.com/@biigdawgdancer
298,7421729618517835777,thatblondeodell21,GO,-1,20,,,LEVI,4,Y,1.00,3,16%,7,4,9,15,6,"2,085","2,394",1,"100,000","97,915",Down,1,,"2,085",8,0,-1,-1,1,0,0,0,-,0,0,$9,$0.00,8,20,0,https://www.tiktok.com/@thatblondeodell21
299,7433137488866164753,iluvgg_,GO,-1,19,@iluvgg_,,LEVI,5,Y,1.00,0,0%,7,7,1,15,14,"2,055","2,359",1,"100,000","97,945",Down,1,,"2,055",25,"3,211",-1,-1,1,0,0,0,-,0,0,$9,$0.00,8,20,0,https://www.tiktok.com/@iluvgg_
300,7637331329603911694,kriss_drummer_live,GO,-1,1,,Music,LEVI,279,Y,0.77,1,5%,6,5,2,12,10,"2,027","2,327",1,"100,000","97,973",Down,1,,"2,027",,,,,1,0,0,0,-,0,0,$9,$0.00,7,16,0,https://www.tiktok.com/@kriss_drummer_live
301,7571164837095587895,oc_tomaz,GO,-1,7,@octomaz,,SVEN,0,Y,1.00,0,0%,7,7,0,15,15,"2,010","2,308",1,"100,000","97,990",Down,1,,"2,010",0,0,-1,-1,1,0,0,0,-,0,0,$9,$0.00,8,20,0,https://www.tiktok.com/@oc_tomaz
302,7637208158406164494,babygirl_chris13,GO,1,1,,,LEVI,492,Y,0.81,7,37%,9,2,17,25,8,"1,944","2,232",1,"100,000","98,056",-,1,,"1,944",,,,,4,0,0,0,-,0,0,$9,$0.00,7,17,0,https://www.tiktok.com/@babygirl_chris13
303,7574878703558180919,southerncharm0726,GO,-1,7,@reba1977,,LEVI,7,Y,1.00,0,0%,7,7,0,15,15,"1,933","2,219",1,"100,000","98,067",Down,1,,"13,937","47,638","99,257",0,0,4,0,0,0,-,0,0,$9,$0.00,8,20,0,https://www.tiktok.com/@southerncharm0726
304,7495246070599909392,commakaze,GO,0,14,@officialcommakaze,,LEVI,28,Y,1.00,7,37%,8,1,27,20,-7,"1,856","2,131",1,"100,000","98,144",-,1,,"3,473","2,920","2,065",-1,-1,2,0,0,0,-,0,0,$8,$0.00,8,20,0,https://www.tiktok.com/@commakaze
305,7376338046494720016,trinity.blair,GO,-1,7,@trinityblair.,,LEVI,23,Y,1.00,0,0%,7,7,0,15,15,"1,827","2,098",1,"100,000","98,173",Down,1,,"1,827","4,043",0,-1,-1,1,0,0,0,-,0,0,$8,$0.00,8,20,0,https://www.tiktok.com/@trinity.blair
306,7409457835299356689,boundmanlove,GO,1,21,@boundmanlove,Gaming,DYLAN,181,Y,1.00,10,52%,11,1,32,30,-2,"1,814","2,083",1,"100,000","98,186",-,1,,"1,814",0,0,-1,-1,4,"31,000","30,000","1,000",-,0,0,$8,$0.00,8,20,0,https://www.tiktok.com/@boundmanlove
307,7564865117108682765,freida.martha,GO,-1,8,@freida.martha,,LEVI,93,Y,1.00,1,5%,7,6,4,15,11,"1,790","2,055",1,"100,000","98,210",Down,1,,"1,790",0,0,-1,-1,1,0,0,0,-,0,0,$8,$0.00,8,20,0,https://www.tiktok.com/@freida.martha
309,7624693521056022542,.driveithome,GO,-1,2,@driveithome.,,MANDI,41,Y,1.00,6,31%,7,1,11,15,4,"1,726","1,982",1,"100,000","98,274",Down,1,,"1,726","2,720",,-1,,1,0,0,0,-,0,0,$8,$0.00,8,20,0,https://www.tiktok.com/@.driveithome
308,7396679012728487937,iamchief313,GO,-1,7,,Music,LEVI,47,Y,1.00,4,21%,7,3,13,15,2,"1,729","1,985",1,"100,000","98,271",Down,1,,"1,729","11,084","1,416",0,-1,2,0,0,0,-,0,0,$8,$0.00,8,20,0,https://www.tiktok.com/@iamchief313
310,7359686639905718273,khrisskontours,GO,-1,26,,,LEVI,67,Y,1.00,4,21%,7,3,11,15,4,"1,686","1,936",1,"100,000","98,314",Down,1,,"1,686",16,488,-1,-1,1,0,0,0,-,0,0,$8,$0.00,8,20,0,https://www.tiktok.com/@khrisskontours
311,7359138147982376965,kenziesworld2020,GO,0,4,@kenziesworld101,,LEVI,12,Y,1.00,10,52%,8,-2,17,20,3,"1,681","1,930",1,"100,000","98,319",-,1,,"1,683",755,2,2,-1,8,"6,450",0,"6,450",-,0,0,$8,$0.00,15,40,0,https://www.tiktok.com/@kenziesworld2020
312,7359138535707967493,jenni_from_the_block0,GO,1,5,@juicy_jen,,MANDI,95,Y,1.00,8,42%,11,3,25,30,5,"1,668","1,915",1,"100,000","98,332",-,1,,"1,680","6,298","8,182",1,3,8,0,0,0,-,0,0,$8,$0.00,11,30,0,https://www.tiktok.com/@jenni_from_the_block0
313,7590547285004566542,imjustsaiyanbro,GO,2,5,@imjussaiyanbro5220,Gaming,LEVI,63,Y,1.00,12,63%,15,3,38,40,2,"1,665","1,912",1,"100,000","98,335",-,1,,"1,665",598,"1,787",2,2,13,0,0,0,-,0,0,$7,$0.00,15,40,0,https://www.tiktok.com/@imjustsaiyanbro
297,7542994340252008462,destany717,GO,-1,10,,,LEVI,145,Y,1.00,7,37%,7,0,13,15,2,"2,140","2,457",1,"100,000","97,860",Down,1,,"2,290","5,799","3,049",2,0,7,0,0,0,-,0,0,$10,$0.00,15,40,0,https://www.tiktok.com/@destany717
314,7619841173007384590,baby.saja3225,GO,-1,3,@lunareclipse.0854,,TITAN,8,Y,1.00,2,10%,7,5,4,15,11,"1,629","1,870",1,"100,000","98,371",Down,1,,"1,629","3,136",430,1,1,4,0,0,0,-,0,0,$7,$0.00,11,30,0,https://www.tiktok.com/@baby.saja3225
314,7606951480838569998,shawnoo4x,GO,-1,2,@shawnoo3x.,,LEVI,5,Y,1.00,1,5%,7,6,2,15,13,"1,622","1,862",1,"100,000","98,378",Down,1,,"1,623","15,106",,-1,,1,0,0,0,-,0,0,$7,$0.00,8,20,0,https://www.tiktok.com/@shawnoo4x
316,7457713114239451153,meilebishop,GO,-1,17,,,LEVI,57,Y,1.00,1,5%,7,6,1,15,14,"1,616","1,855",1,"100,000","98,384",Down,1,,"1,616",0,0,-1,-1,1,0,0,0,-,0,0,$7,$0.00,8,20,0,https://www.tiktok.com/@meilebishop
317,7521902300512960529,pmarsha423gmail.com,GO,-1,11,,,LEVI,12,Y,1.00,2,10%,7,5,7,15,8,"1,594","1,830",1,"100,000","98,406",Down,1,,"1,713","2,417","1,767",-1,-1,1,0,0,0,-,0,0,$7,$0.00,8,20,0,https://www.tiktok.com/@pmarsha423gmail.com
318,7619326792062746637,wild_sunflower262,GO,-1,3,@wild_cuntryqueen,,LEVI,0,Y,1.00,0,0%,7,7,0,15,15,"1,594","1,830",1,"100,000","98,406",Down,1,,"1,621",594,249,-1,-1,1,0,0,0,-,0,0,$7,$0.00,8,20,0,https://www.tiktok.com/@wild_sunflower262
319,7637332949163065357,5starrr_diorr,GO,1,1,,,LEVI,54,Y,0.77,8,42%,9,1,22,24,2,"1,578","1,812",1,"100,000","98,422",-,1,,"1,578",,,,,4,0,0,0,-,0,0,$7,$0.00,7,16,0,https://www.tiktok.com/@5starrr_diorr
320,7605650147527213069,mauricethemusic,GO,-1,4,@astrobeatz,Music,DYLAN,18,Y,1.00,3,16%,7,4,5,15,10,"1,526","1,752",1,"100,000","98,474",Down,1,,"1,536","47,144",96,3,-1,12,"3,000",0,"3,000",-,0,0,$7,$0.00,18,60,0,https://www.tiktok.com/@mauricethemusic
321,7535567490525675533,nita_b1068,GO,-1,10,@azphillips78,,DYLAN,18,Y,1.00,4,21%,7,3,11,15,4,"1,507","1,730",1,"100,000","98,493",Down,1,,"1,632","5,194","8,909",-1,0,1,0,0,0,-,0,0,$7,$0.00,8,20,0,https://www.tiktok.com/@nita_b1068
322,7359135410272239622,lolthatsrichie,GO,-1,36,@deekay7118,,LEVI,0,Y,1.00,0,0%,7,7,0,15,15,"1,487","1,707",1,"100,000","98,513",Down,1,,"1,900","16,891",36,-1,-1,1,"6,975",0,"6,975",-,0,0,$7,$0.00,8,20,0,https://www.tiktok.com/@lolthatsrichie
323,7554063085410172941,madysen_luebke,GO,-1,4,@madyyy211,,ALLIE,2,Y,1.00,2,10%,7,5,2,15,13,"1,432","1,644",1,"100,000","98,568",Down,1,,"1,437",5,"2,862",-1,-1,1,0,0,0,-,0,0,$6,$0.00,8,20,0,https://www.tiktok.com/@madysen_luebke
324,7426443199394185233,jarajj1,GO,-1,20,,,LEVI,36,Y,1.00,5,26%,7,2,10,15,5,"1,340","1,539",1,"100,000","98,660",Down,1,,"1,340","1,300","2,298",-1,-1,1,0,0,0,-,0,0,$6,$0.00,8,20,0,https://www.tiktok.com/@jarajj1
325,7359135262674452485,nantsinthepants,GO,-1,24,,,LEVI,6,Y,1.00,2,10%,7,5,4,15,11,"1,311","1,505",1,"100,000","98,689",Down,1,,"1,311",681,20,-1,-1,1,0,0,0,-,0,0,$6,$0.00,8,20,0,https://www.tiktok.com/@nantsinthepants
327,7359135501099761669,itskbearr,GO,-1,36,@itskailabear,Gaming,LEVI,0,Y,1.00,3,16%,7,4,6,15,9,"1,294","1,486",1,"100,000","98,706",Down,1,,"1,294",0,"1,564",-1,-1,1,0,0,0,-,0,0,$6,$0.00,8,20,0,https://www.tiktok.com/@itskbearr
328,7433891077771476993,alchemy.blue,GO,-1,19,,,LEVI,5,Y,1.00,3,16%,7,4,5,15,10,"1,289","1,480",1,"100,000","98,711",Down,1,,"1,289",1,0,-1,-1,1,0,0,0,-,0,0,$6,$0.00,8,20,0,https://www.tiktok.com/@alchemy.blue
325,7642902214238846989,courtlove216,GO,2,1,@courtlove216,,BRYTON,22,Y,0.29,4,21%,5,1,11,12,1,"1,309","1,503",1,"100,000","98,691",-,1,,"1,309",,,,,7,0,0,0,-,0,0,$6,$0.00,3,6,0,https://www.tiktok.com/@courtlove216
330,7359135028791771142,mortgagemagicmike,GO,-1,40,@mortgagemagicmike,,LEVI,6,Y,1.00,1,5%,7,6,2,15,13,"1,231","1,413",1,"100,000","98,769",Down,1,,"1,231",0,519,-1,-1,1,"1,500",0,"1,500",-,0,0,$6,$0.00,8,20,0,https://www.tiktok.com/@mortgagemagicmike
328,7359137818242908165,_west_000,GO,4,1,@theofficialwestworld,Gaming,ALLIE,27,Y,0.32,6,31%,8,2,39,26,-13,"1,238","1,421",1,"100,000","98,762",-,1,,"1,238",,,,,13,0,0,0,-,0,0,$6,$0.00,3,7,0,https://www.tiktok.com/@_west_000
331,7490726688108724241,jjreefs,GO,1,14,,,LEVI,23,Y,1.00,8,42%,11,3,24,30,6,"1,180","1,355",1,"100,000","98,820",-,1,,"1,208","4,481","3,472",2,3,11,0,0,0,-,0,0,$5,$0.00,15,40,0,https://www.tiktok.com/@jjreefs
332,7359139443036389382,hotsenorita2,GO,3,22,@riak2977,Gaming,LEVI,48,Y,1.00,19,99%,18,-1,48,60,12,"1,178","1,353",1,"100,000","98,822",-,1,,"1,180",203,"1,683",2,-1,16,"6,000","6,000",0,-,0,0,$5,$0.00,15,40,0,https://www.tiktok.com/@hotsenorita2
333,7633555113667411982,briarnorthamerican,GO,5,2,,,LEVI,18,Y,1.00,24,125%,,,118,,,"1,175","1,349",1,"100,000","98,825",-,1,,"1,175",0,,-1,,16,0,0,0,-,0,0,$5,$0.00,8,20,0,https://www.tiktok.com/@briarnorthamerican
334,7597968965910183950,anaylanaee,GO,-1,5,,,LEVI,79,Y,1.00,1,5%,7,6,4,15,11,"1,174","1,348",1,"100,000","98,826",Down,1,,"1,174",614,"1,436",-1,-1,1,0,0,0,-,0,0,$5,$0.00,8,20,0,https://www.tiktok.com/@anaylanaee
335,7602394582281764878,humblekeshhh,GO,0,4,,,LEVI,50,Y,1.00,7,37%,8,1,16,20,4,"1,164","1,336",1,"100,000","98,836",-,1,,"1,164",916,"3,077",-1,2,2,0,0,0,-,0,0,$5,$0.00,8,20,0,https://www.tiktok.com/@humblekeshhh
336,7426157075610468368,yaticasimagination,GO,1,10,@yatica,Gaming,LEVI,327,Y,1.00,9,47%,11,2,40,30,-10,"1,145","1,315",1,"100,000","98,855",-,1,,"1,176","7,406","6,005",3,3,14,0,0,0,-,0,0,$5,$0.00,18,60,0,https://www.tiktok.com/@yaticasimagination
337,7359135856583507974,brandy.39,GO,-1,34,@brandy.39,,BRYTON,6,Y,1.00,2,10%,7,5,10,15,5,"1,118","1,284",1,"100,000","98,882",Down,1,,"1,118","6,025","1,587",-1,-1,1,"5,200",0,"5,200",-,0,0,$5,$0.00,8,20,0,https://www.tiktok.com/@brandy.39
292,7359135918558576646,amyluwho982,GO,1,22,@amyluberry,,LEVI,8,Y,1.00,12,63%,11,-1,25,30,5,"2,346","2,694",1,"100,000","97,654",-,1,,"2,348","4,284","2,081",1,-1,7,"18,500","19,000",-500,-,0,0,$11,$0.00,11,30,0,https://www.tiktok.com/@amyluwho982
338,7563532819629293623,aka_audrey,GO,-1,3,@audrey_aka,,LEVI,11,Y,1.00,3,16%,7,4,7,15,8,"1,082","1,242",1,"100,000","98,918",Down,1,,"1,082",427,457,-1,1,1,0,0,0,-,0,0,$5,$0.00,8,20,0,https://www.tiktok.com/@aka_audrey
339,7636028088681545741,onlysawit1nce66,GO,0,1,,,LEVI,84,Y,0.90,7,37%,8,1,15,19,4,"1,074","1,233",1,"100,000","98,926",-,1,,"1,074",,,,,2,0,0,0,-,0,0,$5,$0.00,8,19,0,https://www.tiktok.com/@onlysawit1nce66
340,7620260745313337357,graceflowerfaith,GO,-1,,,,LEVI,11,Y,1.00,3,16%,7,4,12,15,3,"1,069","1,227",1,"100,000","98,931",Down,1,,"1,069","2,118","3,250",-1,-1,1,0,0,0,-,0,0,$5,$0.00,8,20,0,https://www.tiktok.com/@graceflowerfaith
341,7602836437343420429,its.sheemahhh,GO,-1,4,,,LEVI,20,Y,1.00,2,10%,7,5,7,15,8,"1,061","1,218",1,"100,000","98,939",Down,1,,"1,267",361,"2,219",-1,-1,1,0,0,0,-,0,0,$5,$0.00,8,20,0,https://www.tiktok.com/@its.sheemahhh
342,7575169977066536973,boomdrops,GO,1,1,@boomdrops_band,Music,SKYLER,14,Y,0.45,5,26%,5,0,12,14,2,"1,043","1,198",1,"100,000","98,957",-,1,,"1,043",,,,,4,0,0,0,-,0,0,$5,$0.00,4,10,0,https://www.tiktok.com/@boomdrops
342,7629511217559912462,harambemuzic,GO,-1,2,@harambemuzic,Music,JOE,44,Y,1.00,4,21%,7,3,9,15,6,969,"1,113",1,"100,000","99,031",Down,1,,969,"4,500",,-1,,0,0,0,0,-,0,0,$4,$0.00,8,20,0,https://www.tiktok.com/@harambemuzic
345,7359135591147274246,yourfriendm00nmusic,GO,-1,35,@yourfriendm00n,Music,LEVI,9,Y,1.00,0,0%,7,7,1,15,14,938,"1,077",1,"100,000","99,062",Down,1,,"3,054","32,276","1,617",-1,-1,1,"20,750",0,"13,750",-,0,0,$4,$0.00,8,20,0,https://www.tiktok.com/@yourfriendm00nmusic
346,7433142229734293521,brookeventre,GO,-1,19,@brookeventre,,N/A,13,Y,1.00,1,5%,7,6,1,15,14,914,"1,049",1,"100,000","99,086",Down,1,,914,22,0,-1,-1,0,0,0,0,-,0,0,$4,$0.00,8,20,0,https://www.tiktok.com/@brookeventre
347,7359135408740925446,_reallyrachel_,GO,-1,36,,Music,N/A,0,Y,1.00,0,0%,7,7,0,15,15,910,"1,045",1,"100,000","99,090",Down,1,,910,253,"2,340",-1,-1,0,500,0,500,-,0,0,$4,$0.00,8,20,0,https://www.tiktok.com/@_reallyrachel_
349,7515218343071088657,ailipsbeauty0,GO,1,12,,,LEVI,78,Y,1.00,10,52%,11,1,29,30,1,895,"1,028",1,"100,000","99,105",-,1,,899,"2,600",899,0,1,4,0,0,0,-,0,0,$4,$0.00,8,20,0,https://www.tiktok.com/@ailipsbeauty0
350,7421067575049601041,yayarodz007,GO,-1,20,@yayaflora,Gaming,N/A,0,Y,1.00,0,0%,7,7,0,15,15,856,983,1,"100,000","99,144",Down,1,,856,64,574,-1,-1,0,"10,000",0,"10,000",-,0,0,$4,$0.00,8,20,0,https://www.tiktok.com/@yayarodz007
351,7488407886146830337,mecheware1959,GO,0,14,@mecheware,,SVEN,4,Y,1.00,7,37%,8,1,21,20,-1,854,981,1,"100,000","99,146",-,1,,857,548,330,4,-1,13,0,0,0,-,0,0,$4,$0.00,22,80,0,https://www.tiktok.com/@mecheware1959
352,7537809549294878775,wifeofstona420,GO,-1,10,@stonagal420,,N/A,18,Y,1.00,6,31%,7,1,15,15,0,847,972,1,"100,000","99,153",Down,1,,"1,960","1,321","1,102",-1,-1,0,0,0,0,-,0,0,$4,$0.00,8,20,0,https://www.tiktok.com/@wifeofstona420
353,7449640519917158417,chuckshadow,GO,-1,18,@chuckshadow,Music,N/A,5,Y,1.00,3,16%,7,4,5,15,10,846,971,1,"100,000","99,154",Down,1,,864,18,0,-1,-1,0,"15,000","19,000","-4,000",-,0,0,$4,$0.00,8,20,0,https://www.tiktok.com/@chuckshadow
354,7363729312689963025,julianpalacios2001,GO,2,26,@j_palacios23,,SVEN,75,Y,1.00,16,84%,15,-1,38,40,2,817,938,1,"100,000","99,183",-,1,,817,288,"31,408",3,5,16,0,0,0,-,0,0,$4,$0.00,18,60,0,https://www.tiktok.com/@julianpalacios2001
356,7480335399009746960,paulschofield_bass,GO,-1,15,@paulschofield.,,SVEN,53,Y,1.00,2,10%,7,5,7,15,8,742,852,1,"100,000","99,258",Down,1,,774,187,892,0,-1,1,"5,000",0,"5,000",-,0,0,$3,$0.00,8,20,0,https://www.tiktok.com/@paulschofield_bass
357,7598661055547654158,kinggemini285,GO,-1,5,@fantastic_fawn_45277,,LEVI,39,Y,1.00,3,16%,7,4,8,15,7,705,809,1,"100,000","99,295",Down,1,,"2,045","13,600","25,885",1,4,4,0,0,0,-,0,0,$3,$0.00,11,30,0,https://www.tiktok.com/@kinggemini285
358,7359139280323182598,t1dfighter03_24_12,GO,-1,27,,,N/A,8,Y,1.00,5,26%,7,2,18,15,-3,694,797,1,"100,000","99,306",Down,1,,694,"1,994","4,268",-1,-1,0,0,0,0,-,0,0,$3,$0.00,8,20,0,https://www.tiktok.com/@t1dfighter03_24_12
360,7368773659420344337,justhelpone,GO,-1,6,@scottshipman,,N/A,24,Y,1.00,0,0%,7,7,1,15,14,686,788,1,"100,000","99,314",Down,1,,686,397,783,-1,-1,0,0,0,0,-,0,0,$3,$0.00,8,20,0,https://www.tiktok.com/@justhelpone
361,7483247953637916688,montanafougere,GO,-1,15,,,N/A,3,Y,1.00,0,0%,7,7,0,15,15,652,749,1,"100,000","99,348",Down,1,,652,0,0,-1,-1,0,0,0,0,-,0,0,$3,$0.00,8,20,0,https://www.tiktok.com/@montanafougere
361,7628670592555925517,.deyvien,GO,-1,2,@laluhvr,,N/A,165,Y,1.00,0,0%,7,7,4,15,11,642,737,1,"100,000","99,358",Down,1,,679,37,,-1,,0,0,0,0,-,0,0,$3,$0.00,8,20,0,https://www.tiktok.com/@.deyvien
363,7636013177536266253,allyvenableofficial,GO,-1,1,@allyvenable,Music,N/A,34,Y,0.90,0,0%,7,7,0,14,14,641,736,1,"100,000","99,359",Down,1,,641,,,,,0,0,0,0,-,0,0,$3,$0.00,8,19,0,https://www.tiktok.com/@allyvenableofficial
364,7475913456957308945,homiequest,GO,5,16,@pwettyderek,Gaming,CARRINGTON,79,Y,1.00,27,141%,,,151,,,615,706,1,"100,000","99,385",-,1,,985,644,549,5,5,30,0,0,0,1x,0,0,$3,$0.00,22,80,0,https://www.tiktok.com/@homiequest
366,7390780180744355841,talkwithyourfingers,GO,-1,23,@andyyyyyyyyy4049,,DYLAN,23,Y,1.00,0,0%,7,7,0,15,15,551,633,1,"100,000","99,449",Down,1,,936,"8,761",0,-1,-1,0,"1,500",0,"1,500",-,0,0,$2,$0.00,8,20,0,https://www.tiktok.com/@talkwithyourfingers
359,7574672057607307278,athamemade,GO,1,1,@athamechambers,,LEVI,361,Y,0.71,8,42%,8,0,20,22,2,689,791,1,"100,000","99,311",-,1,,689,,,,,3,0,0,0,-,0,0,$3,$0.00,6,15,0,https://www.tiktok.com/@athamemade
365,7466992762915667985,mulletdevotional,GO,4,4,,,LEVI,63,Y,1.00,21,110%,22,1,77,80,3,572,657,1,"100,000","99,428",-,1,,575,"1,386","2,227",4,5,25,0,0,0,-,0,0,$3,$0.00,22,80,0,https://www.tiktok.com/@mulletdevotional
366,7631028637655121934,stycollin,GO,1,2,@stycollin_,Gaming,LEVI,29,Y,1.00,10,52%,11,1,21,30,9,510,586,1,"100,000","99,490",-,1,,510,2,,1,,6,0,0,0,-,0,0,$2,$0.00,11,30,0,https://www.tiktok.com/@stycollin
368,7399857919480840209,inside_the_autistic_mind,GO,-1,10,@gracied28,,BRYTON,0,Y,1.00,0,0%,7,7,0,15,15,494,567,1,"100,000","99,506",Down,1,,494,"11,381","9,870",-1,1,0,0,0,0,-,0,0,$2,$0.00,8,20,0,https://www.tiktok.com/@inside_the_autistic_mind
369,7359135416169103365,thelindabinda,GO,-1,36,,,N/A,24,Y,1.00,0,0%,7,7,0,15,15,475,545,1,"100,000","99,525",Down,1,,475,0,0,-1,-1,0,0,0,0,-,0,0,$2,$0.00,8,20,0,https://www.tiktok.com/@thelindabinda
